編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
86,20260311,HPC系統工程師,"運文件撰寫

【必要條件】 
1. 作業系統與系統管理
	a. Linux 系統管理（RHEL、Ubuntu）
	b. 熟悉 Shell、Python、Ansible、Chef 等工具進行自動化管理
	c. 監控工具：Prometheus +",友崴超級運算股份有限公司,電腦軟體服務業,40000,55000,大學,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001001020', 'description': 'Shell'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}, {'code': '12001003041', 'description': 'PHP'}]",6,https://www.104.com.tw/job/8n011
87,20260305,MIS程式設計師,"1.Server日誌稽核、分析開發與維護 【使用Python、.Net程式】 
2.資訊相關應用程式開發
3.與使用者洽談需求，進行系統設計與開發 
4.跨平台之資訊流規劃及API 整合性開發 
5..主管交辦任務",鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,其他電子零組件相關業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}]",4,https://www.104.com.tw/job/7kwql
90,20260311,Quality Engineer / QE測試工程師,"Experience with Unix/Linux, Windows, and programming languages (C/C++, Java, or Python).
- Strong analytical, communication, and",Seven Kings Code Information Technology Ltd_七王編碼資訊科技有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003025', 'description': 'Java'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001001007', 'description': 'Linux'}]",0,https://www.104.com.tw/job/8ywxn
92,20260311,資深後端工程師 Backend Developer,"以上程式開發經驗
- 熟悉以下任一種語言(Java, GO, Python, Javascript,C#), 並熟悉其主流後端框架
- 熟悉RDBMS(MySQL, MariaDB,...等), Redis
- 熟悉 API 的串接流程
- 熟悉",新加坡商威兆科技有限公司台灣分公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001002018', 'description': 'Git'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001006017', 'description': 'JavaScript'}]",3,https://www.104.com.tw/job/8jsbj
94,20260210,AI系統應用工程師,"長右列工具：Python、R、Tensorflow、Pytorch等。
2. 熟悉 Python 程式設計與 Machine Learning 開發經驗。
3. 熟悉深度學習框架，如 : Pytorch等。
4. 熟悉並實作過深度學習網路架構",嘉實資訊股份有限公司,網際網路相關業,40000,55000,碩士,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}]",8,https://www.104.com.tw/job/6bicx
95,20260106,AI演算法應用工程師,AI模型訓練/Django+Javascrip網頁設計/C++邊緣計算程式設計/Python在Edge端程式設計 技能要求：簡單Linux系統操作/Python/Django平臺設計/JavaScript設計/C++程式語言/深度學習技能/統計建,智城資訊股份有限公司,電腦軟體服務業,40000,9999999,大學以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006043', 'description': 'Django'}]",4,https://www.104.com.tw/job/8wc5a
96,20260307,EdTech (教育科技) 研發工程師,"維護資料庫（Database）安全性與備份機制。

2. 網頁及應用程式應用開發及維護

3. 程式教學與指導 (Programming Instruction)：
教授 Python 或 Web Development 相關課程（對象主要為國高",GEMS Academy勤思國際文理_勤思國際有限公司,補習班,40000,55000,大學以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001006013', 'description': 'HTML'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001003097', 'description': 'LLM'}]",3,https://www.104.com.tw/job/8dfmd
97,20260209,全端工程師,"HTML5等Web前端開發技術，並熟悉任一前端框架(我們使用Vue.js/Quasar)。
3. 熟悉任一後端開發語言(我們使用Python/Flask/Fastapi)，並熟悉任一資料庫SQL語法(我們使用PostgreSQL)，並能依需求建立後",興創知能股份有限公司,電腦系統整合服務業,55000,90000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001006013', 'description': 'HTML'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",4,https://www.104.com.tw/job/6gyzz
100,20260306,智慧建築及能管數據分析師,"正規化
4. 資料分析 (可透過python 或者公司內部工具)
5. 智慧節能策略規劃設計",樺康智雲股份有限公司,電腦系統整合服務業,40000,70000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004039', 'description': 'PostgreSQL'}]",5,https://www.104.com.tw/job/86poa
103,20260309,科技教育工程師,"• 熟悉 C 或 Python 等程式語言尤佳。
• 喜歡研究程式邏輯與新興科技。
• 具備良好的閱讀、自學和表達能力。
• 能將技術內容清楚組織並轉化為易懂的教學內容。
• 具備文章撰寫能力，能清楚表達觀點。

☆加分特質
• 有經營技術部落格",旗標科技股份有限公司,消費性電子產品製造業,35000,50000,大學以上,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001006013', 'description': 'HTML'}]",6,https://www.104.com.tw/job/5iq8o
105,20260305,自營部交易員(專屬資訊人員_系統管理工程師),"Python
	Visual Studio
	MySQL
	Excel
	PowerPoint
	Word
	PowerPoint
	Word",凱基期貨股份有限公司,證券及期貨業,40000,70000,大學以上,"[{'code': '12001004032', 'description': 'MySQL'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003066', 'description': 'Visual Studio'}, {'code': '12001003045', 'description': 'Python'}]",6,https://www.104.com.tw/job/854wh
106,20260303,【研發部】AI 技術美術(擴編),"Unreal，確保效能與品質兼顧。

【必備條件】
1.具備 3D 美術背景，同時擁有程式思維（Python/Mel/C#）
2.熟悉 Substance Designer、Houdini 等程序化工具
3.了解即時渲染管線與資產最佳化標準（LOD、",全球動力科技股份有限公司,電腦軟體服務業,40000,55000,專科以上,"[{'code': '12002001039', 'description': 'Blender'}, {'code': '12002001045', 'description': 'Unity'}, {'code': '12002001041', 'description': 'Unreal Engine'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12002001001', 'description': '3ds Max'}, {'code': '12002001019', 'description': 'MAYA'}]",4,https://www.104.com.tw/job/8yuey
110,20260304,資料分析師 Data Analyst,"，提供管理決策參考。
• 與各部門合作了解需求，推動數據應用與流程優化。

【我們期待您具備】

• 4年以上資料整理、特徵標註與數據分析能力，能處理大量資料並產出分析報告。
• 熟悉 SQL/Python /R 至少一種數據分析工具。
• 了解",財團法人台灣世界展望會,社會福利服務業,40000,55000,學歷不均,"[{'code': '12001006045', 'description': 'JIRA'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001003100', 'description': 'Microsoft Azure'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12003004003', 'description': 'Data Marts'}, {'code': '12001005022', 'description': 'hadoop'}, {'code': '12001011002', 'description': 'Google Analytics'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",4,https://www.104.com.tw/job/8yxg7
111,20260309,Python後端工程師 Junior【全職】,要一位能獨立思考、熟悉 Python 生態的後端工程師。能夠寫穩定的 API，也懂得佈署、監控與最佳化系統。如果你對 FastAPI、Docker、Linux 部署、資料庫設計（PostgreSQL、MySQL）與 AI 模型應用（如 ML、RAG,庫識科技有限公司,電腦軟體服務業,38000,60000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003097', 'description': 'LLM'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001004041', 'description': 'RDBMS'}, {'code': '12001003093', 'description': 'Cloud'}, {'code': '12001001007', 'description': 'Linux'}]",34,https://www.104.com.tw/job/8vdth
112,20260311,Power BI Engineer,"1. Python coding, Microsoft Power BI and Excel, and Database capabilities
2. Server system HW/SW architecture knowledge
3.",台灣聚引移動有限公司,其它軟體及網路相關業,40000,55000,專科以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",8,https://www.104.com.tw/job/8y23h
113,20260309,軟體工程師,"容：
● 資料處理：使用 Python、OpenCV、NumPy 等進行資料特徵分析。
● 感測器系統整合：感測器整合與系統串接。
● 系統開發與優化：撰寫與優化系統性能、API 設計

基本條件：
● 具備 Linux 作業系統環境經驗。
● 了",先鋒機械股份有限公司,金屬加工用機械製造修配業,45000,65000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}]",8,https://www.104.com.tw/job/8ocyj
114,20260306,後端工程師,"JWT、Python
. 曾應用於金流、物流、電子發票、3D影像等情境

歡迎 . . . . . .
-  對程式開發有熱誠，非本科系可
-  樂於學習、敢挑戰、邏輯能力強
-  能夠接受領導，且擅長團隊合作
　　　　　　　　　　　　的你！",安特庫資訊科技有限公司,電腦軟體服務業,38000,60000,專科以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003059', 'description': 'Visual Basic'}, {'code': '12001003066', 'description': 'Visual Studio'}, {'code': '12001004030', 'description': 'Access'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001007030', 'description': 'IIS'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",3,https://www.104.com.tw/job/82ylh
115,20260309,容器平台管理及 SRE 工程師_I00005204,"自動化部署
5.撰寫與維護自動化腳本（Shell、Python、Ansible）以提升運維效率
6.監控與告警系統建置與優化，確保服務高可用性
7.參與 SRE 相關工作，包括故障排除、問題根因分析與改善方案
8.與跨部門協作，推動 DevOps",國泰世紀產物保險股份有限公司,產物保險業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001001007', 'description': 'Linux'}]",3,https://www.104.com.tw/job/8rrqn
116,20260306,Digital Customer Fulfillment Transformation Specialist,"Query 及 Python 等工具，進行數據蒐集、清洗、分析與視覺化呈現。
-優化內部作業流程，提升團隊工作效率，並依客戶需求產出高品質數據分析報告。
2. 專案支援與策略執行
-支援主管交辦之專案任務，協助推動策略性目標落實。
-追蹤專案進度",緯穎科技服務股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",7,https://www.104.com.tw/job/8z0b0
117,20260126,【凱基金控】2026 儲備幹部(MA),"專案經驗尤佳。
語言能力：TOEIC 800+ 或同等
專業能力： 
  1. 懂 Python/SQL，具備 AI 應用思維。
  2. 熟悉 LLM（大型語言模型）應用場景、RAG（檢索增強生成）架構或 Prompt Engineering。",凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信,金融控股業,75000,75000,碩士,[],8,https://www.104.com.tw/job/8xh30
120,20260205,自動化轉譯工具開發工程師,"工作內容：
★與核心團隊一起開發革命性的機器人自動化創新3D Web based軟體
★規劃執行軟體架構並進行模組設計，控管軟體設計進度
★進行軟體之測試與修改設計並實作 C 程式碼轉換為 Python 的轉譯引擎（Transpiler）
★使用",美商螳螂機器人科技股份有限公司台灣分公司,其它軟體及網路相關業,40000,80000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}]",1,https://www.104.com.tw/job/8rdnu
122,20260308,環控 弱電 智慧居家整合工程師,"有智慧居家、環控、IoT 系統經驗者優先
不需水電丙級，但需能安全操作電系

* 加分項目

電機、電子、資訊、通訊等相關背景
會基本程式（Python / C / JS 任一即可）
能讀簡易電路圖
會使用示波器、邏輯分析儀（基本操作即可）
弱電",普立茲克高訂建築室內裝修有限公司,建築及工程技術服務業,47000,53000,專科以上,"[{'code': '12001003045', 'description': 'Python'}]",5,https://www.104.com.tw/job/8uyor
